NETFLOW_DATETIME,SOURCE_ADDRESS,SOURCE_PORT,IN_BYTES
1694086990,86.206.40.159,34794,146
1694086990,86.206.40.159,34902,142
1694086990,86.206.40.159,34833,122
1694086990,86.206.40.159,34777,163
1694086990,86.206.40.159,35269,91
1694086990,86.206.40.159,35370,206
1694086990,86.206.40.159,35702,146
1694086990,86.206.40.159,34731,146
1694086990,86.206.40.159,35049,244
1694086990,86.206.40.159,35023,154
1694086990,86.206.40.159,34959,162
1694086992,86.206.40.159,34793,61219
1694086993,86.206.40.159,34888,164
1694086993,86.206.40.159,34942,123
1694086993,86.206.40.159,35438,2127670
1694086994,86.206.40.159,35535,117
1694086994,86.206.40.159,35522,158
1694087022,86.206.40.159,35600,101
1694087027,86.206.40.159,35644,155
1694087027,86.206.40.159,35078,13704
1694087027,86.206.40.159,34668,155
1694087027,86.206.40.159,34931,98
1694087027,86.206.40.159,35056,70372
1694087028,86.206.40.159,35711,165
1694087028,86.206.40.159,34958,108
1694087029,86.206.40.159,34729,97
1694087029,86.206.40.159,34881,186
1694087029,86.206.40.159,35220,132
1694087029,86.206.40.159,35013,155
1694087029,86.206.40.159,35060,20921
1694087031,86.206.40.159,35039,9852
1694087032,86.206.40.159,34925,10170
1694087033,86.206.40.159,35570,10741
1694087034,86.206.40.159,35801,14182
1694087035,86.206.40.159,35388,10043
1694087058,86.206.40.159,35113,8839
1694087058,86.206.40.159,34631,15215
1694087060,86.206.40.159,35322,65678
1694087061,86.206.40.159,35369,216
1694087061,86.206.40.159,35291,156
1694087063,86.206.40.159,35305,14625
1694087064,86.206.40.159,34731,6324
1694087074,86.206.40.159,34705,160
1694087078,86.206.40.159,34723,192
1694087078,86.206.40.159,35474,174
1694087090,86.206.40.159,35263,9746
1694086875,86.206.40.159,35144,22137
1694086884,86.206.40.159,35686,9527
1694086885,86.206.40.159,34699,43462
1694086990,86.206.40.159,35519,3832
1694087012,86.206.40.159,35258,7540
1694087012,86.206.40.159,35558,8366
1694087022,86.206.40.159,35583,21302341
1694087028,86.206.40.159,35058,22398
1694086980,91.42.125.41,40993,9058
1694087049,91.42.125.41,40783,173
1694087049,91.42.125.41,39747,182
1694087052,91.42.125.41,40832,148
1694087052,91.42.125.41,39990,92
1694087065,91.42.125.41,40423,173
1694087065,91.42.125.41,40160,232
1694087065,91.42.125.41,40303,151
1694087065,91.42.125.41,40630,15176
1694086056,91.42.125.41,40435,124040
1694086775,91.42.125.41,40456,3860
1694086835,91.42.125.41,40829,3860
1694086855,91.42.125.41,39771,5085
1694086860,91.42.125.41,39737,6343
1694086955,91.42.125.41,40767,3861
1694086963,91.42.125.41,40031,7239
1694086977,91.42.125.41,40461,0
1694086977,91.42.125.41,40461,120
1694086977,91.42.125.41,40981,180
1694086977,91.42.125.41,40981,232
1694086979,91.42.125.41,40981,0
1694086980,207.2.148.185,45228,139
1694086980,207.2.148.185,45894,188
1694086985,207.2.148.185,45039,1292
1694086990,207.2.148.185,45362,210
1694086990,207.2.148.185,45336,167
1694086990,207.2.148.185,46038,126
1694086990,207.2.148.185,46114,220
1694086990,207.2.148.185,45782,7154
1694086995,207.2.148.185,45601,93
1694086995,207.2.148.185,45347,380
1694086995,207.2.148.185,45841,124
1694087007,207.2.148.185,46058,249
1694087016,207.2.148.185,44984,1276
1694087021,207.2.148.185,45725,159
1694087021,207.2.148.185,45706,139
1694087030,207.2.148.185,46020,175
1694087030,207.2.148.185,45622,216
1694087030,207.2.148.185,45622,8636
1694087049,207.2.148.185,45967,144
1694087049,207.2.148.185,45993,103
1694087050,207.2.148.185,45794,188
1694087050,207.2.148.185,45148,139
1694087053,207.2.148.185,45698,187
1694087053,207.2.148.185,45122,126
1694087055,207.2.148.185,44916,110
1694087055,207.2.148.185,45239,134
1694087056,207.2.148.185,45816,152
1694087056,207.2.148.185,44977,141
1694087057,207.2.148.185,45147,7524
1694087060,207.2.148.185,46154,90
1694087060,207.2.148.185,44924,99
1694087060,207.2.148.185,46070,354
1694087060,207.2.148.185,45653,136
1694087062,207.2.148.185,46143,6134
1694087064,207.2.148.185,45516,277
1694087067,207.2.148.185,46036,153
1694087067,207.2.148.185,45338,138
1694087077,207.2.148.185,45201,208
1694087083,207.2.148.185,45488,167
1694087083,207.2.148.185,45577,126
1694087091,207.2.148.185,45412,93
1694087091,207.2.148.185,45862,153
1694087091,207.2.148.185,45815,123
1694084836,207.2.148.185,45332,16094
1694085162,207.2.148.185,45298,131500
1694086616,207.2.148.185,45163,2867171
1694086729,207.2.148.185,46131,12269
1694086776,207.2.148.185,44911,12550
1694086789,207.2.148.185,45835,146137
1694086792,207.2.148.185,45382,44928
1694086793,207.2.148.185,45545,7747
1694086793,207.2.148.185,45321,6466
1694086798,207.2.148.185,44940,15463
1694086798,207.2.148.185,44987,354781
1694086798,207.2.148.185,45355,5056
1694086811,207.2.148.185,45439,4209
1694086816,207.2.148.185,45257,6619
1694086823,207.2.148.185,45118,9315
1694086847,207.2.148.185,46133,4844
1694086850,207.2.148.185,45690,9844
1694086850,207.2.148.185,45681,146171
1694086858,207.2.148.185,46129,384039
1694086860,207.2.148.185,45824,3805
1694086860,207.2.148.185,45261,4193
1694086867,207.2.148.185,45960,5014
1694086867,207.2.148.185,45156,8688
1694086919,207.2.148.185,45563,3959
1694086928,207.2.148.185,45392,7579
1694086933,207.2.148.185,46057,4914
1694086938,207.2.148.185,45205,3734
1694086956,207.2.148.185,45300,32315
1694086959,207.2.148.185,46059,116
1694086967,207.2.148.185,45702,4989
1694086968,207.2.148.185,46098,5516
1694086968,207.2.148.185,45849,4408
1694086969,207.2.148.185,45983,4057
1694086970,207.2.148.185,45952,5008
1694086970,207.2.148.185,46099,12691
1694086972,207.2.148.185,45553,15303
1694086979,207.2.148.185,44927,8526
1694086983,207.2.148.185,45200,4242
1694086985,207.2.148.185,45437,6793
1694086990,207.2.148.185,44953,2530
1694086990,207.2.148.185,45435,5055
1694086991,207.2.148.185,45224,4349
1694086995,207.2.148.185,45948,4802
1694086995,207.2.148.185,46054,2446
1694087007,207.2.148.185,46053,6435
1694087026,207.2.148.185,46134,146232
1694086980,210.169.218.120,51307,1184
1694086980,210.169.218.120,50225,1184
1694086980,210.169.218.120,51078,1200
1694086980,210.169.218.120,50710,225
1694086980,210.169.218.120,51005,225
1694086980,210.169.218.120,50366,1266
1694086980,210.169.218.120,50769,225
1694086980,210.169.218.120,51080,1184
1694086980,210.169.218.120,51058,1184
1694086980,210.169.218.120,50530,1200
1694086982,210.169.218.120,50807,700
1694086982,210.169.218.120,50555,774
1694086992,210.169.218.120,51037,361
1694086992,210.169.218.120,50498,138
1694086992,210.169.218.120,50669,384
1694086992,210.169.218.120,50638,338
1694086992,210.169.218.120,50569,285
1694086992,210.169.218.120,50764,207
1694086992,210.169.218.120,50913,170
1694086992,210.169.218.120,50909,338
1694086992,210.169.218.120,50055,110
1694086992,210.169.218.120,51217,393
1694086992,210.169.218.120,50751,187
1694086992,210.169.218.120,50622,255
1694086992,210.169.218.120,51227,179
1694086993,210.169.218.120,50715,354
1694086993,210.169.218.120,50229,268
1694086993,210.169.218.120,51314,277
1694086993,210.169.218.120,50710,348
1694086993,210.169.218.120,50105,425
1694086993,210.169.218.120,51109,208
1694086993,210.169.218.120,50065,251
1694086993,210.169.218.120,50956,229
1694086993,210.169.218.120,50716,213
1694086993,210.169.218.120,50922,178
1694086993,210.169.218.120,50156,404
1694086993,210.169.218.120,50936,225
1694086993,210.169.218.120,50420,205
1694086993,210.169.218.120,51099,318
1694086993,210.169.218.120,50121,213
1694086993,210.169.218.120,51270,226
1694086993,210.169.218.120,51049,431
1694086993,210.169.218.120,50538,245
1694086993,210.169.218.120,50954,177
1694086993,210.169.218.120,50222,437
1694086993,210.169.218.120,50883,179
1694086993,210.169.218.120,50521,180
1694086993,210.169.218.120,50193,387
1694086993,210.169.218.120,50614,284
1694086993,210.169.218.120,51269,178
1694086993,210.169.218.120,50841,180
1694086993,210.169.218.120,50564,352
1694086994,210.169.218.120,50392,335
1694086994,210.169.218.120,50130,199
1694086994,210.169.218.120,50955,288
1694086994,210.169.218.120,51054,180
1694086994,210.169.218.120,50170,213
1694086994,210.169.218.120,51132,361
1694086994,210.169.218.120,50821,428
1694086994,210.169.218.120,51074,238
1694086994,210.169.218.120,51091,385
1694086994,210.169.218.120,51154,184
1694086994,210.169.218.120,50293,245
1694086994,210.169.218.120,51148,253
1694086994,210.169.218.120,51276,420
1694086994,210.169.218.120,51129,213
1694086994,210.169.218.120,51279,125
1694086994,210.169.218.120,50367,354
1694086994,210.169.218.120,51220,159
1694086994,210.169.218.120,50887,365
1694086994,210.169.218.120,50568,245
1694086994,210.169.218.120,50474,110
1694086994,210.169.218.120,50470,235
1694086994,210.169.218.120,50390,162
1694086994,210.169.218.120,51215,225
1694086994,210.169.218.120,50639,226
1694086994,210.169.218.120,50141,234
1694086994,210.169.218.120,51165,216
1694086994,210.169.218.120,51024,373
1694086995,210.169.218.120,50839,187
1694086995,210.169.218.120,50251,384
1694086995,210.169.218.120,51019,286
1694086995,210.169.218.120,51058,231
1694086995,210.169.218.120,50131,266
1694086995,210.169.218.120,50294,384
1694086995,210.169.218.120,50335,373
1694086995,210.169.218.120,50518,251
1694086995,210.169.218.120,50566,370
1694086995,210.169.218.120,51180,302
1694086995,210.169.218.120,50611,210
1694087000,210.169.218.120,50357,94
1694087001,210.169.218.120,50556,4932
1694087020,210.169.218.120,50401,95
1694087020,210.169.218.120,50968,136
1694087020,210.169.218.120,51021,5043
1694087022,210.169.218.120,50240,269
1694087022,210.169.218.120,50961,245
1694087022,210.169.218.120,50909,100
1694087022,210.169.218.120,50136,172
1694087022,210.169.218.120,51010,102
1694087022,210.169.218.120,50284,159
1694087022,210.169.218.120,50609,9974
1694087080,210.169.218.120,50807,92
1694087080,210.169.218.120,51287,517
1694086440,210.169.218.120,50753,576392
1694086453,210.169.218.120,50969,3711821
1694086460,210.169.218.120,50118,1777415
1694086734,210.169.218.120,50215,1070
1694086773,210.169.218.120,50573,5674
1694086773,210.169.218.120,50091,873611
1694086776,210.169.218.120,51293,1144
1694086776,210.169.218.120,51064,1004
1694086800,210.169.218.120,51057,6456
1694086860,210.169.218.120,50660,1192
1694086860,210.169.218.120,50523,1118
1694086860,210.169.218.120,50318,1134
1694086860,210.169.218.120,51149,1118
1694086923,210.169.218.120,50516,1070
1694086923,210.169.218.120,50241,1070
1694086923,210.169.218.120,50312,1034
1694086923,210.169.218.120,50658,968
1694086971,210.169.218.120,50912,5206
1694086980,210.169.218.120,50579,5044
1694086980,246.155.82.134,47334,690
1694086983,246.155.82.134,47300,380
1694086987,246.155.82.134,46273,125
1694086987,246.155.82.134,46996,125
1694086987,246.155.82.134,47061,125
1694086987,246.155.82.134,47369,112
1694086987,246.155.82.134,47093,125
1694086987,246.155.82.134,46284,92
1694086987,246.155.82.134,46627,114
1694086987,246.155.82.134,47022,114
1694086987,246.155.82.134,47214,136
1694086996,246.155.82.134,47434,189
1694086996,246.155.82.134,46935,181
1694086999,246.155.82.134,47011,642
1694087001,246.155.82.134,46879,690
1694087018,246.155.82.134,47416,101
1694087020,246.155.82.134,46901,7544
1694087026,246.155.82.134,47222,564
1694087027,246.155.82.134,46284,690
1694087029,246.155.82.134,47212,105
1694087038,246.155.82.134,46587,106
1694087047,246.155.82.134,46443,642
1694087047,246.155.82.134,46700,690
1694087052,246.155.82.134,46788,191
1694087052,246.155.82.134,47280,0
1694087056,246.155.82.134,46780,278
1694087056,246.155.82.134,47374,0
1694087057,246.155.82.134,46401,576
1694087059,246.155.82.134,46774,0
1694087062,246.155.82.134,46983,244
1694087062,246.155.82.134,46505,277
1694087062,246.155.82.134,47178,172
1694087062,246.155.82.134,46643,95
1694087062,246.155.82.134,46826,140
1694087062,246.155.82.134,47426,158
1694087062,246.155.82.134,46257,90
1694087062,246.155.82.134,46336,141
1694087062,246.155.82.134,46600,146
1694087062,246.155.82.134,46207,85
1694087062,246.155.82.134,46312,137
1694087062,246.155.82.134,46849,157
1694087062,246.155.82.134,47346,195
1694087062,246.155.82.134,47104,100
1694087063,246.155.82.134,46797,89
1694087063,246.155.82.134,47441,142
1694087071,246.155.82.134,46218,244
1694087071,246.155.82.134,47311,185
1694087072,246.155.82.134,46335,576
1694087072,246.155.82.134,46937,690
1694087073,246.155.82.134,46517,146
1694087077,246.155.82.134,47206,8441
1694087078,246.155.82.134,47429,6372
1694087079,246.155.82.134,46510,3209
1694087079,246.155.82.134,46279,177
1694087079,246.155.82.134,46262,224
1694087079,246.155.82.134,46287,3860
1694087079,246.155.82.134,47369,74
1694087080,246.155.82.134,47263,150
1694087082,246.155.82.134,46458,159
1694087082,246.155.82.134,47364,106
1694087082,246.155.82.134,47147,125
1694087089,246.155.82.134,47428,190
1694087089,246.155.82.134,46642,384
1694087089,246.155.82.134,46220,104
1694087089,246.155.82.134,46492,113
1694086038,246.155.82.134,47051,20390
1694086691,246.155.82.134,46513,29808
1694086691,246.155.82.134,46977,978
1694086693,246.155.82.134,47293,634779
1694086711,246.155.82.134,46447,7876
1694086736,246.155.82.134,47227,7154
1694086747,246.155.82.134,46602,58
1694086747,246.155.82.134,46602,58
1694086771,246.155.82.134,46331,1819
1694086771,246.155.82.134,47301,4016
1694086786,246.155.82.134,46833,9478
1694086798,246.155.82.134,47330,9838
1694086799,246.155.82.134,47335,8682
1694086801,246.155.82.134,46503,6775
1694086801,246.155.82.134,46226,11554
1694086809,246.155.82.134,46396,26107
1694086809,246.155.82.134,46774,90
1694086809,246.155.82.134,46982,90
1694086809,246.155.82.134,46741,90
1694086839,246.155.82.134,47377,330
1694086839,246.155.82.134,46521,2278
1694086862,246.155.82.134,46552,9859
1694086863,246.155.82.134,47442,11918
1694086865,246.155.82.134,47418,4494
1694086870,246.155.82.134,46592,909
1694086877,246.155.82.134,46591,6239
1694086877,246.155.82.134,47288,8842
1694086877,246.155.82.134,46404,270
1694086896,246.155.82.134,46454,7642
1694086899,246.155.82.134,47129,7764
1694086907,246.155.82.134,47441,5440
1694086908,246.155.82.134,47241,7767
1694086911,246.155.82.134,47299,4106314
1694086920,246.155.82.134,46894,2482
1694086922,246.155.82.134,47111,3361
1694086944,246.155.82.134,46967,909
1694086976,246.155.82.134,46908,3192
1694086979,246.155.82.134,47205,90
1694086979,246.155.82.134,46242,455
1694086984,246.155.82.134,46524,22867
1694086987,246.155.82.134,46502,90
1694087018,246.155.82.134,46192,4810
1694087020,246.155.82.134,46281,7105
1694087038,246.155.82.134,46578,11953
1694086980,167.101.236.58,38407,125
1694086992,167.101.236.58,37417,140
1694086996,167.101.236.58,37821,8212
1694086996,167.101.236.58,37683,6361
1694086999,167.101.236.58,37603,334
1694086999,167.101.236.58,37918,320494
1694086999,167.101.236.58,38408,120
1694087005,167.101.236.58,38351,8357
1694087008,167.101.236.58,37695,143
1694087009,167.101.236.58,37550,1574
1694087010,167.101.236.58,37987,140
1694087012,167.101.236.58,37467,206
1694087013,167.101.236.58,38247,103
1694087015,167.101.236.58,38316,90
1694087015,167.101.236.58,37652,7237
1694087015,167.101.236.58,37544,7241
1694087015,167.101.236.58,38185,3125
1694087015,167.101.236.58,38100,3127
1694087015,167.101.236.58,37971,125
1694087017,167.101.236.58,38408,103
1694087018,167.101.236.58,38375,8468
1694087026,167.101.236.58,38155,344
1694087026,167.101.236.58,37310,5061
1694087026,167.101.236.58,37915,7628
1694087028,167.101.236.58,38316,98
1694087028,167.101.236.58,37626,335
1694087034,167.101.236.58,37718,92
1694087036,167.101.236.58,38356,4178
1694087036,167.101.236.58,38176,4178
1694087036,167.101.236.58,37189,4186
1694087037,167.101.236.58,38247,327
1694087039,167.101.236.58,37741,351
1694087040,167.101.236.58,37856,91
1694087041,167.101.236.58,37810,335
1694087044,167.101.236.58,37327,118
1694087046,167.101.236.58,37764,338
1694087048,167.101.236.58,37281,92
1694087048,167.101.236.58,37232,0
1694087051,167.101.236.58,37419,334
1694087051,167.101.236.58,37442,318
1694087082,167.101.236.58,38017,143
1694087082,167.101.236.58,37557,90
1694086772,167.101.236.58,38006,7854
1694086781,167.101.236.58,37908,90
1694086781,167.101.236.58,38243,90
1694086815,167.101.236.58,38205,978
1694086817,167.101.236.58,37210,8217
1694086832,167.101.236.58,38402,13007
1694086832,167.101.236.58,37319,8347
1694086832,167.101.236.58,37159,2100
1694086832,167.101.236.58,37661,704
1694086832,167.101.236.58,38230,862
1694086832,167.101.236.58,37886,6912
1694086832,167.101.236.58,37277,6720
1694086832,167.101.236.58,38256,28715
1694086833,167.101.236.58,37690,4364
1694086833,167.101.236.58,38336,6691
1694086833,167.101.236.58,37407,7372
1694086833,167.101.236.58,38203,12422
1694086833,167.101.236.58,38216,10721
1694086833,167.101.236.58,37194,7831
1694086833,167.101.236.58,37380,6853
1694086834,167.101.236.58,38163,5900
1694086835,167.101.236.58,38400,8545
1694086835,167.101.236.58,38393,6315
1694086836,167.101.236.58,38050,5373
1694086836,167.101.236.58,37489,9444
1694086836,167.101.236.58,38281,9473
1694086836,167.101.236.58,38279,5066
1694086836,167.101.236.58,37641,8172
1694086836,167.101.236.58,37717,108134
1694086837,167.101.236.58,37702,16688
1694086837,167.101.236.58,38329,4371
1694086837,167.101.236.58,38101,7836
1694086838,167.101.236.58,37344,90
1694086838,167.101.236.58,37408,923
1694086838,167.101.236.58,38182,5023
1694086838,167.101.236.58,38159,6723
1694086841,167.101.236.58,38249,6625
1694086841,167.101.236.58,37151,43951
1694086842,167.101.236.58,37774,52744
1694086842,167.101.236.58,38055,74011
1694086843,167.101.236.58,38303,19596
1694086845,167.101.236.58,37832,5144
1694086845,167.101.236.58,38363,5143
1694086846,167.101.236.58,37525,27040
1694086847,167.101.236.58,37865,705277
1694086847,167.101.236.58,38097,49126
1694086848,167.101.236.58,38351,7908
1694086850,167.101.236.58,37312,38202
1694086850,167.101.236.58,37627,5602
1694086851,167.101.236.58,37416,15405
1694086851,167.101.236.58,37644,11168
1694086853,167.101.236.58,37569,1279932
1694086855,167.101.236.58,37359,659024
1694086857,167.101.236.58,37885,4755
1694086860,167.101.236.58,38344,6373
1694086860,167.101.236.58,37840,7981
1694086861,167.101.236.58,37597,10060
1694086866,167.101.236.58,37700,2202
1694086867,167.101.236.58,37648,4941
1694086871,167.101.236.58,38304,7105
1694086872,167.101.236.58,37248,5451
1694086872,167.101.236.58,38431,3831
1694086873,167.101.236.58,37782,10068
1694086874,167.101.236.58,37233,4578
1694086874,167.101.236.58,37858,4915
1694086875,167.101.236.58,37336,14345
1694086875,167.101.236.58,37964,5481
1694086879,167.101.236.58,37639,6905
1694086884,167.101.236.58,38283,8630
1694086886,167.101.236.58,38240,22194
1694086891,167.101.236.58,37843,3106
1694086892,167.101.236.58,38222,2273
1694086894,167.101.236.58,37434,11864
1694086899,167.101.236.58,38278,7286
1694086902,167.101.236.58,37918,7677
1694086905,167.101.236.58,37250,31628
1694086909,167.101.236.58,37425,6702
1694086916,167.101.236.58,37213,6983
1694086918,167.101.236.58,38252,5369
1694086920,167.101.236.58,37979,6450
1694086932,167.101.236.58,37524,382521
1694086933,167.101.236.58,37538,6420
1694086935,167.101.236.58,38270,7016
1694086935,167.101.236.58,38306,6956
1694086936,167.101.236.58,37636,8738
1694086936,167.101.236.58,37454,5560
1694086944,167.101.236.58,37770,6089
1694086957,167.101.236.58,37698,10057
1694086966,167.101.236.58,37457,11070
1694086967,167.101.236.58,37892,2329
1694086971,167.101.236.58,37646,13403
1694086973,167.101.236.58,38177,7286
1694086973,167.101.236.58,37710,6884
1694086975,167.101.236.58,37207,2273
1694086975,167.101.236.58,37442,7308
1694086977,167.101.236.58,37156,5212
1694086978,167.101.236.58,37207,7524
1694086989,167.101.236.58,37612,15535
1694086991,167.101.236.58,37580,13707
1694086999,167.101.236.58,37412,5155
1694087005,167.101.236.58,38081,6001
1694087010,167.101.236.58,37576,2293
1694087011,167.101.236.58,38261,3107
1694087012,167.101.236.58,38135,15198
1694087013,167.101.236.58,38024,2203
1694087015,167.101.236.58,38365,3971
1694087017,167.101.236.58,38424,31660
1694087030,167.101.236.58,37403,7078
1694087031,167.101.236.58,38116,6370
1694087032,167.101.236.58,38063,6623
1694087034,167.101.236.58,38372,8280
1694087035,167.101.236.58,38160,6450
1694087036,167.101.236.58,37691,143435
1694087036,167.101.236.58,37642,16302
1694087037,167.101.236.58,37934,8644
1694087039,167.101.236.58,37842,7433
1694087041,167.101.236.58,38048,5648
1694087042,167.101.236.58,37881,6154
1694087044,167.101.236.58,37901,11005
1694087044,167.101.236.58,37696,5357
1694086980,93.166.165.113,37540,100
1694086980,93.166.165.113,37648,141
1694087005,93.166.165.113,37598,147
1694087036,93.166.165.113,38263,146
1694087037,93.166.165.113,37184,196
1694087074,93.166.165.113,37798,142
1694087074,93.166.165.113,37576,130
1694087079,93.166.165.113,37355,147
1694087093,93.166.165.113,37733,196
1694087093,93.166.165.113,38359,147
1694086866,93.166.165.113,38311,4822
1694086980,187.4.139.58,52804,0
1694086988,187.4.139.58,53494,0
1694087006,187.4.139.58,52902,15923
1694087070,187.4.139.58,52790,0
1694087078,187.4.139.58,52813,0
1694085719,187.4.139.58,53054,21345
1694086056,187.4.139.58,53662,3026253
1694086987,187.4.139.58,53082,9110
1694086980,214.26.8.100,6380,1662
1694086981,214.26.8.100,6886,3481
1694086981,214.26.8.100,6391,125
1694086982,214.26.8.100,7176,263
1694086982,214.26.8.100,7180,8057
1694086982,214.26.8.100,6768,8715
1694086983,214.26.8.100,7416,8235
1694086983,214.26.8.100,7275,104
1694086984,214.26.8.100,6597,34428
1694086984,214.26.8.100,6806,5121
1694086984,214.26.8.100,6825,137
1694086986,214.26.8.100,6272,197
1694086986,214.26.8.100,7277,3164
1694086986,214.26.8.100,6843,194
1694086986,214.26.8.100,6383,182
1694086987,214.26.8.100,6813,265339
1694086987,214.26.8.100,7339,196
1694086987,214.26.8.100,6706,94
1694086987,214.26.8.100,7015,124
1694086991,214.26.8.100,6374,103
1694086991,214.26.8.100,6890,347
1694086992,214.26.8.100,6331,6397
1694086992,214.26.8.100,6513,4966
1694086993,214.26.8.100,6596,365
1694086993,214.26.8.100,6543,91
1694086994,214.26.8.100,6586,103
1694086994,214.26.8.100,7341,98
1694086994,214.26.8.100,6365,355
1694086994,214.26.8.100,6261,96
1694086995,214.26.8.100,6657,100
1694086996,214.26.8.100,7152,321
1694086998,214.26.8.100,7139,349
1694087001,214.26.8.100,7431,12658
1694087001,214.26.8.100,6950,7338
1694087001,214.26.8.100,6630,7500
1694087001,214.26.8.100,7092,12830
1694087004,214.26.8.100,6220,7190
1694087004,214.26.8.100,7186,76040131
1694087004,214.26.8.100,6339,83224
1694087004,214.26.8.100,6479,18095
1694087004,214.26.8.100,6600,10369
1694087005,214.26.8.100,7317,7191
1694087005,214.26.8.100,6560,7254
1694087005,214.26.8.100,6930,7190
1694087005,214.26.8.100,6491,346810
1694087006,214.26.8.100,6641,9191
1694087006,214.26.8.100,6229,7745
1694087006,214.26.8.100,6231,7475
1694087006,214.26.8.100,6348,7124
1694087006,214.26.8.100,6419,10989
1694087006,214.26.8.100,7061,2219489
1694087007,214.26.8.100,6237,55963494
1694087007,214.26.8.100,7435,137805
1694087007,214.26.8.100,6706,311
1694087007,214.26.8.100,7184,13733
1694087008,214.26.8.100,6477,7191
1694087008,214.26.8.100,7054,7191
1694087008,214.26.8.100,6502,149443
1694087009,214.26.8.100,7221,7192
1694087009,214.26.8.100,6966,61112
1694087014,214.26.8.100,6281,321
1694087019,214.26.8.100,6931,359
1694087019,214.26.8.100,6928,352
1694087019,214.26.8.100,6787,7428
1694087019,214.26.8.100,7297,1630
1694087019,214.26.8.100,7462,146
1694087019,214.26.8.100,6859,6713
1694087019,214.26.8.100,6677,5220
1694087023,214.26.8.100,6791,11211
1694087023,214.26.8.100,6356,370
1694087025,214.26.8.100,6780,91
1694087025,214.26.8.100,7248,8135
1694087025,214.26.8.100,6723,8135
1694087027,214.26.8.100,7117,6237
1694087039,214.26.8.100,6669,60614
1694087039,214.26.8.100,7120,122
1694087046,214.26.8.100,6842,135
1694087046,214.26.8.100,6894,3522
1694087058,214.26.8.100,6779,349
1694087059,214.26.8.100,6714,122
1694087064,214.26.8.100,6875,239
1694087064,214.26.8.100,6576,88
1694087064,214.26.8.100,6668,340
1694087064,214.26.8.100,6197,233
1694087064,214.26.8.100,6698,5142
1694087064,214.26.8.100,6401,224
1694087064,214.26.8.100,7038,286
1694087064,214.26.8.100,7396,229
1694087064,214.26.8.100,6680,4714
1694087064,214.26.8.100,7253,4780
1694087065,214.26.8.100,6644,5070
1694087065,214.26.8.100,6508,5136
1694087065,214.26.8.100,6719,4780
1694087065,214.26.8.100,7430,4780
1694087065,214.26.8.100,6402,142
1694087065,214.26.8.100,7099,167
1694087065,214.26.8.100,6568,229
1694087065,214.26.8.100,6478,229
1694087065,214.26.8.100,6852,250
1694087065,214.26.8.100,6295,236
1694087065,214.26.8.100,6435,118
1694087065,214.26.8.100,7452,224
1694087065,214.26.8.100,6314,142
1694087065,214.26.8.100,7245,135
1694087065,214.26.8.100,6367,179
1694087065,214.26.8.100,7209,170
1694087065,214.26.8.100,7141,146
1694087065,214.26.8.100,6228,133
1694087065,214.26.8.100,6351,106
1694087065,214.26.8.100,6560,134
1694087065,214.26.8.100,6344,95
1694087065,214.26.8.100,6678,147
1694087065,214.26.8.100,6565,227
1694087065,214.26.8.100,7300,245
1694087065,214.26.8.100,6318,139
1694087065,214.26.8.100,7076,130
1694087065,214.26.8.100,7332,164
1694087065,214.26.8.100,6447,133
1694087065,214.26.8.100,6788,175
1694087065,214.26.8.100,6724,93
1694087065,214.26.8.100,6202,134
1694087065,214.26.8.100,7010,127
1694087065,214.26.8.100,6789,162
1694087065,214.26.8.100,6841,120
1694087065,214.26.8.100,7008,137
1694087065,214.26.8.100,6517,142
1694087066,214.26.8.100,6325,132
1694087066,214.26.8.100,6312,133
1694087066,214.26.8.100,6798,147
1694087066,214.26.8.100,7321,139
1694087066,214.26.8.100,6791,134
1694087066,214.26.8.100,6389,147
1694087067,214.26.8.100,7215,132
1694087067,214.26.8.100,7136,133
1694087067,214.26.8.100,7216,147
1694087067,214.26.8.100,6622,139
1694087067,214.26.8.100,7020,134
1694087067,214.26.8.100,6524,147
1694087068,214.26.8.100,7113,142
1694087068,214.26.8.100,6288,137
1694087068,214.26.8.100,6945,137
1694087069,214.26.8.100,7412,132
1694087069,214.26.8.100,6317,132
1694087069,214.26.8.100,7018,133
1694087069,214.26.8.100,6829,133
1694087069,214.26.8.100,6947,147
1694087069,214.26.8.100,6225,147
1694087069,214.26.8.100,6769,139
1694087069,214.26.8.100,7036,139
1694087069,214.26.8.100,6706,147
1694087069,214.26.8.100,6844,147
1694087072,214.26.8.100,7220,137
1694087072,214.26.8.100,7429,137
1694087072,214.26.8.100,6300,142
1694087073,214.26.8.100,7177,118
1694087073,214.26.8.100,6893,142
1694087073,214.26.8.100,7044,142
1694087073,214.26.8.100,6980,118
1694087073,214.26.8.100,6585,147
1694087073,214.26.8.100,7372,147
1694087073,214.26.8.100,6629,139
1694087073,214.26.8.100,7407,139
1694087073,214.26.8.100,6942,134
1694087073,214.26.8.100,7344,134
1694087073,214.26.8.100,6844,147
1694087073,214.26.8.100,7373,147
1694087080,214.26.8.100,6625,349
1694087082,214.26.8.100,6832,321
1694086733,214.26.8.100,7374,10661
1694086734,214.26.8.100,6981,7692
1694086735,214.26.8.100,7173,16468
1694086800,214.26.8.100,7408,5998
1694086819,214.26.8.100,6949,11333
1694086822,214.26.8.100,7301,8049
1694086880,214.26.8.100,6439,30646
1694086883,214.26.8.100,7330,3382
1694086940,214.26.8.100,7034,4549
1694086963,214.26.8.100,7460,7213
